title,authors,isbn,isbn13,language_code,  num_pages,publication_date,publisher,Unnamed: 12
Sins of a Shaker Summer (Sister Rose Callahan  #3),Deborah Woodworth,380792044,9.78038E+12,eng,272,3/9/99,Avon,
InuYasha Ani-Manga  Vol. 1 (Inuyasha Ani-Manga  #1),Rumiko Takahashi,1591162025,9.78159E+12,eng,206,1/14/04,VIZ Media LLC,
Pusteblume,Marian Keyes,3453189345,9.78345E+12,ger,560,5/1/01,Heyne,
¿Quién te lo ha contado?,Marian Keyes,8497936736,9.7885E+12,spa,648,12/30/05,DeBolsillo,
Une vie de rêve,Marian Keyes,271443813X,9.78271E+12,fre,593,5/4/05,Pocket,
Por los pelos,Marian Keyes,1400002214,9.7814E+12,spa,592,9/17/02,Plaza y Janes,
Under the Duvet,Marian Keyes,141007478,9.78014E+12,eng,304,7/28/09,Penguin UK,
Rachel se va de viaje (La familia Walsh  #2),Marian Keyes,8497599179,9.7885E+12,spa,595,3/30/03,DeBolsillo,
Yeats ist tot!,Joseph O'Connor/Diethard Herles/Pauline McLynn/Gerard Stembridge/Frank McCourt/Conor McPherson/Gene Kerrigan/Gina Moxley/Marian Keyes/Anthony Cronin/Owen O'Neill/Hugo Hamilton/Charlie O'Neill/Tom Humphries/Donal O'Kelly,3548603254,9.78355E+12,ger,332,4/1/03,List Taschenbuch,
Le Club de la dernière chance,Marian Keyes,2266130609,9.78227E+12,fre,608,6/5/03,Pocket,
Les vacances de Rachel (Walsh Family  #2),Marian Keyes/Roxane Azimi,2266108271,9.78227E+12,fre,563,5/2/02,Pocket,
Rachel se va de viaje (La familia Walsh  #2),Marian Keyes,840132954X,9.7884E+12,spa,594,1/31/03,DeBolsillo,
Auszeit für Engel Walsh Family  #3),Marian Keyes,3453868579,9.78345E+12,ger,477,2/1/03,Heyne,
Open House,Elizabeth Berg,99461269,9.7801E+12,en-GB,314,9/29/03,Arrow Books,
Slightly Settled (Slightly  #2),Wendy Markham,373250479,9.78037E+12,en-US,312,1/23/04,Red Dress Ink,
犬夜叉 8,Rumiko Takahashi,4091252087,9.78409E+12,jpn,192,11/18/98,小学館,
犬夜叉 7,Rumiko Takahashi,4091252079,9.78409E+12,jpn,192,8/8/98,小学館,
犬夜叉 24,Rumiko Takahashi,4091256449,9.78409E+12,jpn,192,12/18/01,小学館,
犬夜叉 28,Rumiko Takahashi,4091256481,9.78409E+12,jpn,192,12/5/02,小学館,
犬夜叉 4,Rumiko Takahashi,4091252044,9.78409E+12,jpn,192,12/10/97,小学館,
犬夜叉 22,Rumiko Takahashi,4091256422,9.78409E+12,jpn,192,8/9/01,小学館,
犬夜叉 26,Rumiko Takahashi,4091256465,9.78409E+12,jpn,192,6/18/02,小学館,
犬夜叉 12,Rumiko Takahashi,4091255825,9.78409E+12,jpn,192,9/18/99,小学館,
犬夜叉 17,Rumiko Takahashi,4091255876,9.78409E+12,jpn,192,8/9/00,小学館,
犬夜叉 14,Rumiko Takahashi,4091255841,9.78409E+12,jpn,192,2/18/00,小学館,
犬夜叉 10,Rumiko Takahashi,4091252109,9.78409E+12,jpn,192,4/17/99,小学館,
犬夜叉 1,Rumiko Takahashi,409125201X,9.78409E+12,jpn,192,4/18/97,小学館,
犬夜叉  27,Rumiko Takahashi,4091256473,9.78409E+12,jpn,192,9/18/02,小学館,
The Return of Lum  Volume 3: Sweet Revenge (Urusei Yatsura  #4),Rumiko Takahashi,1569311935,9.78157E+12,en-US,216,3/8/97,Viz Media,
The Return of Lum  Volume 5: Feudal Furor (Urusei Yatsura  #6),Rumiko Takahashi,1569312109,9.78157E+12,en-US,200,12/6/97,Viz Media,
Lamu: Urusei Yatsura  3,Rumiko Takahashi,8484497283,9.78848E+12,spa,416,8/30/05,Glénat,
The Return of Lum  Volume 1: Urusei Yatsura (Urusei Yatsura  #2),Rumiko Takahashi,1569310351,9.78157E+12,eng,208,6/5/95,Viz Media,
Lum: Urusei Yatsura. Perfect Collection (Urusei Yatsura  #1),Rumiko Takahashi,156931019X,9.78157E+12,en-US,400,6/5/97,Viz Media,
らんま½ 12,Rumiko Takahashi,409126512X,9.78409E+12,jpn,176,9/18/02,小学館 [Shōgakukan],
Ranma 1/2  Vol. 12 (Ranma ½ (US 2nd)  #12),Rumiko Takahashi,1591162866,9.78159E+12,eng,200,8/17/04,VIZ Media LLC,
Your and My Secret  Vol. 1,Ai Morinaga,1413901433,9.78141E+12,eng,174,7/6/04,ADV Manga,
A Man Rides Through (Mordant's Need  #2),Stephen R. Donaldson,345459849,9.78035E+12,eng,672,6/3/03,Del Rey,
The One Tree (The Second Chronicles of Thomas Covenant  #2),Stephen R. Donaldson,6163831,9.78001E+12,en-GB,479,11/18/96,Fontana,
The Gap Into Madness: Chaos and Order (Gap  #4),Stephen R. Donaldson,553071793,9.78055E+12,eng,617,6/1/94,Spectra,
The Gap Into Vision: Forbidden Knowledge (Gap  #2),Stephen R. Donaldson,553297600,9.78055E+12,en-US,480,7/21/10,Bantam,
The One Tree (The Second Chronicles of Thomas Covenant  #2),Stephen R. Donaldson,345418476,9.78035E+12,eng,496,6/23/97,Del Rey,
The Gap Into Power: A Dark and Hungry God Arises (Gap  #3),Stephen R. Donaldson,553562606,9.78055E+12,eng,518,10/21/09,Spectra,
Pretty Face  Vol. 1,Yasuhiro Kano,1421513684,9.78142E+12,eng,192,8/7/07,VIZ Media LLC,
Not Just a Pretty Face: Dolls and Human Figurines in Alaska Native Cultures,Molly C. Lee/Angela J. Linn/Chase Hensel/James H. Barker,1889963852,9.78189E+12,eng,80,3/1/06,University of Alaska Press,
Just Another Pretty Face (Hollywood Dynasty  #2),Candace Schuler,373255594,9.78037E+12,eng,215,7/23/93,Harlequin Temptation,
Skylight Confessions,Alice Hoffman,316058785,9.78032E+12,eng,264,1/1/07,Little Brown and Company,
The Foretelling,Alice Hoffman,316154091,9.78032E+12,eng,182,9/1/06,Little  Brown Books for Young Readers,
Incantation,Alice Hoffman,316010197,9.78032E+12,eng,166,10/1/06,Little  Brown Books for Young Readers,
Practical Magic (Practical Magic #1),Alice Hoffman,425190374,9.78043E+12,eng,286,8/5/03,Penguin,
The Probable Future,Alice Hoffman,345455916,9.78035E+12,eng,352,6/1/04,Ballantine Books,
The Complete Stories,Franz Kafka/Nahum N. Glatzer/John Updike/Willa Muir/Edwin Muir/Tania Stern/James Stern/Ernst Kaiser/Eithne Wilkins,805210555,9.78081E+12,eng,486,11/14/95,Schocken,
Amerika,Franz Kafka/Willa Muir/Edwin Muir/Klaus Mann/E.L. Doctorow,805210644,9.78081E+12,eng,336,7/2/96,Schocken,
Collected Stories,Franz Kafka/Willa Muir/Edwin Muir/Gabriel Josipovici,679423036,9.78068E+12,eng,566,10/26/93,Knopf,
Kafka: Toward a Minor Literature,Gilles Deleuze/Félix Guattari/Franz Kafka,816615152,9.78082E+12,eng,136,10/31/86,Univ Of Minnesota Press,
The Annotated Brothers Grimm,Jacob Grimm/Wilhelm Grimm/Maria Tatar/A.S. Byatt/George Cruikshank/Paul Hey/Walter Crane/Warwick Goble/Kay Nielsen/Arthur Rackham,393058484,9.78039E+12,eng,462,9/17/04,W. W. Norton  Company,
The Complete Brothers Grimm Fairy Tales,Jacob Grimm/Wilhelm Grimm,517229250,9.78052E+12,en-US,680,10/3/06,Gramercy Books,
The Complete Fairy Tales of The Brothers Grimm,Jacob Grimm/Wilhelm Grimm/Jack D. Zipes/Johnny Gruelle,553382160,9.78055E+12,eng,762,1/1/03,Bantam,
Beyond Innocence (Beyond Duet  #1),Emma Holly,515130990,9.78052E+12,en-US,295,7/1/01,Jove,
Emma  Vol. 01,Kaoru Mori/森 薫,1401211321,9.7814E+12,eng,183,9/20/06,CMX,
Drum Into Silence (Drums of Chaos  #3),Jo Clayton/Kevin Andrew Murphy,812551249,9.78081E+12,en-GB,399,2/1/04,Tor Fantasy,
Dance Down the Stars (Duel of Sorcery: Dancer  #3),Jo Clayton,886776171,9.78089E+12,eng,368,9/1/94,DAW,
Drum Calls (Drums of Chaos  #2),Jo Clayton,812551230,9.78081E+12,eng,341,7/1/98,Tor Books,
Fire in the Sky (Diadem: Shadowsong  #1),Jo Clayton,886776503,9.78089E+12,eng,352,5/1/95,DAW,
Quester's Endgame,Jo Clayton,886771382,9.78089E+12,eng,372,7/1/86,DAW,
Shadowkill (Diadem: Shadith's Quest  #3),Jo Clayton/Jo Clayton,886774675,9.78089E+12,eng,400,4/1/91,DAW,
Lidia's Family Table,Lidia Matticchio Bastianich/David Nussbaum/Christopher Hirsheimer,1400040353,9.7814E+12,eng,448,11/23/04,Knopf Publishing Group,
Lidia's Italy,Lidia Matticchio Bastianich/Tanya Bastianich Manuali/David Nussbaum/Christopher Hirsheimer,1400040361,9.7814E+12,en-US,384,4/10/07,Knopf Publishing Group,
La Cucina Di Lidia: Recipes and Memories from Italy's Adriatic Coast,Lidia Matticchio Bastianich/Jay Jacobs,767914228,9.78077E+12,en-GB,288,4/8/03,Clarkson Potter,
Blood Wedding and Yerma,Federico García Lorca/W.S. Merwin/Langston Hughes,1559360801,9.78156E+12,en-US,160,5/1/94,Theatre Communications Group,
Selected Verse,Federico García Lorca/Christopher Maurer,374528551,9.78037E+12,eng,432,6/9/04,Farrar  Straus and Giroux,
Operation Wandering Soul,Richard Powers,006097611X,9.78006E+12,eng,352,4/2/02,Harper Perennial,
Galatea 2.2,Richard Powers,312423136,9.78031E+12,eng,329,1/1/04,Picador,
Three Farmers on Their Way to a Dance,Richard Powers,60975091,9.78006E+12,eng,352,12/1/94,Harper Perennial,
Christian Theology: An Introduction,Alister E. McGrath,1405153601,9.78141E+12,eng,534,11/13/06,Blackwell Publishers,
The Time of Our Singing,Richard Powers,99453835,9.7801E+12,eng,631,2/5/04,Vintage,
The Christian Theology Reader,Alister E. McGrath,140515358X,9.78141E+12,eng,744,9/1/06,Blackwell Publishers,
Prisoner's Dilemma,Richard Powers,60977086,9.78006E+12,en-US,352,4/2/02,Harper Perennial,
In the Beginning: The Story of the King James Bible and How it Changed a Nation  a Language  and a Culture,Alister E. McGrath,385722168,9.78039E+12,eng,354,2/19/02,Anchor,
Gain,Richard Powers,99284464,9.7801E+12,eng,355,11/1/01,Vintage,
Presidential Power and the Modern Presidents: The Politics of Leadership from Roosevelt to Reagan,Richard E. Neustadt,29227968,9.78003E+12,eng,384,3/1/91,Free Press,
The Grotesque,Patrick McGrath,679776214,9.78068E+12,eng,178,1/28/97,Vintage,
Port Mungo,Patrick McGrath,1400075483,9.7814E+12,eng,242,6/14/05,Vintage,
Entre Amis: An Interactive Approach,Michael D. Oates/Larbi Oukada,618506918,9.78062E+12,eng,528,3/17/05,Heinle,
Experience,Martin Amis,99285827,9.7801E+12,eng,401,4/5/01,Vintage,
Heavy Water and Other Stories,Martin Amis,037570115X,9.78038E+12,eng,208,3/14/00,Vintage,
Visiting Mrs Nabokov and Other Excursions,Martin Amis,99461870,9.7801E+12,eng,288,4/7/05,Vintage,
Intimacy And Other Stories,Hanif Kureishi,057121200X,9.78057E+12,eng,205,7/9/01,Faber and Faber,
The Buddha of Suburbia,Hanif Kureishi,571200435,9.78057E+12,en-US,284,4/5/00,Faber and Faber,
Image-Music-Text,Roland Barthes/Stephen Heath,6861350,9.78001E+12,eng,220,9/13/93,Fontana Press,
Camera Lucida: Reflections on Photography,Roland Barthes/Richard Howard,795000375,9.7808E+12,eng,119,6/1/01,Hill and Wang,
The Fashion System,Roland Barthes/Matthew    Ward/Richard Howard,520071778,9.78052E+12,eng,351,7/25/90,University of California Press,
The Responsibility of Forms: Critical Essays on Music  Art  and Representation,Roland Barthes/Richard Howard,520072383,9.78052E+12,eng,320,2/7/91,University of California Press,
The Pleasure of the Text,Roland Barthes/Richard Miller,224011871,9.78022E+12,eng,80,2/12/76,Jonathan Cape,
How to Travel with a Salmon & Other Essays,Umberto Eco/William Weaver,99428636,9.7801E+12,eng,229,4/16/01,Vintage,
How to Travel with a Salmon and Other Essays,Umberto Eco/William Weaver,151001367,9.78015E+12,eng,248,12/1/94,Houghton Mifflin,
Le Nom de la rose,Umberto Eco/Jean-Noël Schifano,2253033138,9.78225E+12,fre,755,11/2/83,Le Livre de Poche,
Os libros arden mal,Manuel Rivas,849782461X,9.7885E+12,glg,741,6/24/06,Edicións Xerais de Galicia  S.A.,
The Age of Access: The New Culture of Hypercapitalism  Where All of Life Is a Paid-For Experience,Jeremy Rifkin/Ralph Fowler,1585420824,9.78159E+12,eng,320,3/5/01,Tarcher,
The Book of Questions,Pablo Neruda/William O'Daly,1556591608,9.78156E+12,eng,96,4/1/01,Copper Canyon Press,
Bugs for Lunch/Insectos para el almuerzo,Margery Facklam/Sylvia Long/Liliana Valenzuela,1570915067,9.78157E+12,spa,32,7/1/02,Charlesbridge,
My Story as told by Water: Confessions  Druidic Rants  Reflections  Bird-watchings  Fish-stalkings  Visions  Songs and Prayers Refracting Light  from Living Rivers  in the Age of the Industrial Dark,David James Duncan,1578050499,9.78158E+12,eng,304,7/17/01,Sierra Club Books,
Pilgrims and Other Stories,Elizabeth Gilbert,330351745,9.78033E+12,eng,288,4/9/98,Picador,
The Last American Man,Elizabeth Gilbert,142002836,9.78014E+12,eng,271,5/27/03,Riverhead Books,
Pilgrims Pa,Elizabeth Gilbert,395924855,9.7804E+12,eng,224,9/17/98,Mariner Books,
Stern Men,Elizabeth Gilbert,061812733X,9.78062E+12,eng,304,6/8/01,Mariner Books,
A Writer's Workbook: Daily Exercises for the Writing Life,Caroline Sharp/Elizabeth Gilbert,031228621X,9.78031E+12,eng,176,6/14/02,St. Martin's Griffin,
Size 14 Is Not Fat Either (Heather Wells  #2),Meg Cabot,60525126,9.78006E+12,eng,344,11/28/06,William Morrow Paperbacks,
Missing You (1-800-Where-R-You  #5),Meg Cabot,60874309,9.78006E+12,eng,268,12/26/06,HarperTempest,
Queen of Babble (Queen of Babble  #1),Meg Cabot,60851988,9.78006E+12,eng,309,5/23/06,William Morrow,
Size 12 Is Not Fat (Heather Wells  #1),Meg Cabot,60525118,9.78006E+12,eng,345,12/27/05,William Morrow Paperbacks,
How to Be Popular,Meg Cabot,60880120,9.78006E+12,eng,288,8/31/06,HarperTempest,
Valentine Princess (The Princess Diaries  #7.75),Meg Cabot,60847182,9.78006E+12,eng,96,12/12/06,HarperTeen,
Darkest Hour (The Mediator  #4),Meg Cabot,60725141,9.78006E+12,eng,316,12/28/04,HarperCollins,
She Went All the Way,Meg Cabot,60085444,9.78006E+12,eng,357,12/3/02,Avon,
Are We There Yet?,David Levithan,037582846X,9.78038E+12,eng,215,7/12/05,Alfred A. Knopf,
Boy Meets Boy,David Levithan,375832998,9.78038E+12,eng,185,5/10/05,Alfred A. Knopf,
This Is Push: New Stories from the Edge,David Levithan/Patricia McCormick/Matthue Roth/Kevin Waltman/Samantha Schutz/Coe Booth/Eddie de Oliveira/Tanuja Desai Hidier/Kevin Brooks/Chris Wooding/Markus Zusak/Brian James/Kristen Kemp/Eireann Corrigan/Christopher Krovatin/Billy Merrell,439890284,9.78044E+12,eng,240,2/1/07,Push,
The Realm of Possibility,David Levithan,375836578,9.78038E+12,eng,210,5/9/06,Ember,
Ten Things I Hate about You,David Levithan,439087309,9.78044E+12,eng,170,6/1/99,Scholastic,
Where We Are  What We See: The Best Young Writers and Artists in America,David Levithan,439736463,9.78044E+12,eng,288,5/1/05,Push,
Aphrodite's Passion (Superhero Central #2),Julie Kenner,505524740,9.78051E+12,eng,352,4/1/02,Love Spell,
The Manolo Matrix (Codebreaker Trilogy #2),Julie Kenner,743496140,9.78074E+12,eng,352,2/1/06,Downtown Press,
The Cat's Fancy,Julie Kenner,505523973,9.78051E+12,eng,391,8/1/00,Love Spell,
Demons Are Forever (Demon-Hunting Soccer Mom  #3),Julie Kenner,425215385,9.78043E+12,eng,292,7/3/07,Berkley Publishing Group,
Aphrodite's Secret (Superhero Central #3),Julie Kenner,505525097,9.78051E+12,eng,369,5/6/03,Love Spell,
The Good Ghouls' Guide to Getting Even (Beth Frasier #1),Julie Kenner,425213919,9.78043E+12,eng,256,4/3/07,Berkley Trade,
Aphrodite's Flame (Superhero Central #4),Julie Kenner,505525755,9.78051E+12,eng,338,8/1/04,Love Spell,
Carpe Demon (Demon-Hunting Soccer Mom  #1),Julie Kenner,515142212,9.78052E+12,eng,320,10/31/06,Jove,
Perfect Circle,Sean Stewart,1931520119,9.78193E+12,eng,243,6/1/04,Small Beer Press,
The Great Philosophers: An Introduction to Western Philosophy,Bryan Magee/Myles Burnyeat/Martha C. Nussbaum/Anthony Kenny/Bernard Williams/Anthony Quinton/Michael  Ayres/John Passmore/Geoffrey Warnock/Peter Singer/Frederick Charles Copleston/J. P. Stern/Hubert L. Dreyfus/Sidney Morgenbesser/A.J. Ayer/John Rogers Searle,019289322X,9.78019E+12,eng,352,1/18/01,Oxford University Press  USA,
Talking Philosophy: Dialogues with Fifteen Leading Philosophers,Bryan Magee/Isaiah Berlin/Charles Taylor/Herbert Marcuse/William Barrett/Anthony Quinton/A.J. Ayer/Bernard Williams/R. M. Hare/Willard Van Orman Quine/John Rogers Searle/Noam Chomsky/Hilary Putnam/Ronald Dworkin/Iris Murdoch/Ernest Gellner,192854178,9.78019E+12,eng,288,10/18/01,OUP Oxford,
The Story of Philosophy: A Concise Introduction to the World's Greatest Thinkers and Their Ideas,Bryan Magee,751333328,9.78075E+12,eng,240,11/1/05,DK Publishing (Dorling Kindersley),
Feminist Measures: Soundings in Poetry and Theory,Lynn Keller/Lynn Keller,472064843,9.78047E+12,en-US,424,12/14/94,University of Michigan Press,
Taxation of Mineral Rents,Ross Garnaut,198284543,9.7802E+12,eng,350,11/17/83,Oxford University Press  USA,
Dubliners,James Joyce/Margot Norris/Hans Walter Gabler/Walter Hettche,393978516,9.78039E+12,eng,369,2/1/06,W. W. Norton & Company,
Dubliners: Text  Criticism  and Notes,James Joyce/Robert Scholes/A. Walton Litz,140247742,9.78014E+12,eng,492,8/1/96,Penguin Books,
Dubliners,James Joyce/Frank McCourt/Donal Donnelly/Ciaran Hinds/Colm Meaney/Malachy McCourt,60789565,9.78006E+12,eng,8,5/10/05,Caedmon,
CliffsNotes on Joyce's Dubliners (Cliffs Notes),Adam  Sexton/G. Tubach,764537156,9.78076E+12,eng,80,4/25/03,Cliffs Notes,
The Door to Time (Ulysses Moore  #1),Pierdomenico Baccalario/Iacopo Bruno/Laura Zuccotti/Leah D. Janeczko/Beth Dunfey,439774381,9.78044E+12,eng,239,1/1/06,Scholastic Inc.,
Ulysses S. Grant: The Unlikely Hero,Michael Korda,60590157,9.78006E+12,eng,176,9/28/04,Eminent Lives,
Ulysses S. Grant,Josiah Bunting/Arthur M. Schlesinger Jr.,805069496,9.78081E+12,eng,208,9/8/04,Times Books,
Allusions in Ulysses: An Annotated List,Weldon Thornton,807840890,9.78081E+12,eng,563,9/20/82,University of North Carolina Press,
Ulysses Found,Ernle Bradford,750937254,9.78075E+12,eng,238,2/1/05,History Press Ltd,
The Scandal of Ulysses: The Life And Afterlife of a Twentieth Century Masterpiece,Bruce Arnold,190414845X,9.7819E+12,eng,346,11/15/05,The Liffey Press,
Round Ireland with a Fridge,Tony Hawks,312274920,9.78031E+12,en-US,248,3/7/01,Thomas Dunne Books,
Discovery of the Presence of God: Devotional Nonduality,David R. Hawkins,971500762,9.78097E+12,en-US,296,6/28/07,Veritas Publishing,
Transcending the Levels of Consciousness: The Stairway to Enlightenment,David R. Hawkins,971500746,9.78097E+12,eng,407,6/28/06,Veritas Publishing,
The Eye of the I: From Which Nothing is Hidden,David R. Hawkins,964326191,9.78096E+12,eng,432,6/23/01,Veritas Publishing,
Letters to J. D. Salinger,Chris Kubica/Chris Kubica,299178005,9.7803E+12,eng,270,3/4/02,University of Wisconsin Press,
J.D. Salinger's Catcher in the Rye (Modern Critical Interpretations),Harold Bloom,791056643,9.78079E+12,eng,176,12/31/00,Chelsea House Publications,
Lord of the Flies,William Golding,812416112,9.78081E+12,en-US,208,7/1/59,Perfection Learning,
Where Is Baby's Mommy? (A Lift-the-Flap Book),Karen Katz,689835612,9.78069E+12,eng,14,4/1/01,Little Simon,
Counting Christmas,Karen Katz,689849257,9.78069E+12,eng,32,10/1/03,Margaret K. McElderry Books,
Running from the Deity (Pip & Flinx #11),Alan Dean Foster,345461614,9.78035E+12,eng,280,11/28/06,Del Rey Books,
Lost and Found,Alan Dean Foster,345461274,9.78035E+12,eng,256,5/31/05,Del Rey Books,
Reunion (Pip & Flinx #8),Alan Dean Foster,345418689,9.78035E+12,eng,352,2/26/02,Del Rey,
The Dig,Alan Dean Foster,727852663,9.78073E+12,eng,336,1/1/98,Severn House Publishers,
Regarding the Fountain: A Tale  in Letters  of Liars and Leaks,Kate Klise/M. Sarah Klise,380793474,9.78038E+12,eng,144,3/9/99,HarperCollins,
Pimsleur German Level 1 CD: [Lessons 1-30],Pimsleur Language Programs,743518365,9.78074E+12,eng,16,4/1/10,Pimsleur,
The Architecture of Happiness,Alain de Botton,375424431,9.78038E+12,eng,280,10/3/06,Pantheon Books,
The Consolations of Philosophy,Alain de Botton,679779175,9.78068E+12,en-US,265,4/3/01,Vintage,
How Proust Can Change Your Life,Alain de Botton,679779159,9.78068E+12,eng,208,4/28/98,Vintage,
Kiss & Tell,Alain de Botton,312155611,9.78031E+12,eng,258,5/15/97,Picador,
The Consolations of Philosophy,Alain de Botton,140276610,9.78014E+12,eng,272,3/1/01,Penguin,
Status Anxiety,Alain de Botton,375725350,9.78038E+12,eng,306,5/10/05,Vintage,
On Love,Alain de Botton,802142400,9.7808E+12,eng,194,1/6/06,Grove Press,
Miracle at St. Anna,James   McBride,1573229717,9.78157E+12,en-US,336,1/7/03,Riverhead Books,
Die Farbe von Wasser,James   McBride,342661278X,9.78343E+12,ger,317,2/1/01,Droemer Knaur,
Dragons of Winter Night (Dragonlance: Chronicles #2),Margaret Weis/Tracy Hickman,786930675,9.78079E+12,en-US,361,7/1/03,Wizards of the Coast,
Dragons of Winter Night (Dragonlance: Chronicles  #2),Margaret Weis/Tracy Hickman,1932796789,9.78193E+12,eng,358,4/10/07,Devil's Due Publishing,
Dragon's Treasure,Elizabeth A. Lynn,441012590,9.78044E+12,eng,336,9/27/05,Ace,
Watchtower (Chronicles of Tornor  #1),Elizabeth A. Lynn,743498097,9.78074E+12,eng,224,12/1/04,iBooks,
Letters to a Young Artist,Anna Deavere Smith,1400032385,9.7814E+12,eng,240,1/24/06,Anchor,
The Hip Chick's Guide to Macrobiotics: A Philosophy for Achieving a Radiant Mind and a Fabulous Body,Jessica Porter/Michio Kushi,1583332057,9.78158E+12,eng,289,9/9/04,Avery Publishing Group,
La casa en Mango Street,Sandra Cisneros/Elena Poniatowska,613046889,9.78061E+12,spa,110,10/18/94,Turtleback Books,
Kurt Vonnegut's Cat's Cradle (Modern Critical Interpretations),Harold Bloom/Terry Southern/David H. Goldsmith/James Lundquist/Lawrence R. Broer/Peter J. Reed/Loree Rackstraw/William S. Doxey/Jerome Klinkowitz/Richard Giannone/John L. Simons/Leonard Mustazza/Zoltan Ab di-Nagy/Peter Freese/Wendy B. Faris,791063372,9.78079E+12,eng,258,6/15/02,Chelsea House Publications,
The Dharma Bums,Jack Kerouac/Ann  Douglas,143039601,9.78014E+12,eng,187,4/5/07,Penguin Classics,
The Alchemist's Daughter,Katharine McMahon,307335852,9.78031E+12,eng,346,10/24/06,Broadway Books,
The Art of Fullmetal Alchemist: The Anime,Hiromu Arakawa/Akira Watanabe/Eric Searleman,1421507668,9.78142E+12,eng,96,10/17/06,VIZ Media LLC,
Fullmetal Alchemist  Vol. 11 (Fullmetal Alchemist  #11),Hiromu Arakawa/Akira Watanabe,1421508389,9.78142E+12,eng,192,1/16/07,VIZ Media LLC,
Astronomy Today,Eric Chaisson/Steve McMillan,131445960,9.78013E+12,eng,2,7/26/04,Prentice Hall,
Astronomy For Dummies,Stephen P. Maran,764584650,9.78076E+12,eng,318,5/6/05,Wiley Publishing  Inc.,
Astronomy: A Self-Teaching Guide,Dinah L. Moché,471265187,9.78047E+12,eng,343,2/24/04,John Wiley & Sons,
Astronomy: A Beginner's Guide to the Universe,Eric Chaisson/Steve McMillan,013187165X,9.78013E+12,eng,499,2/24/06,Benjamin Cummings,
Bad Astronomy,Philip Plait,471409766,9.78047E+12,eng,277,3/5/02,Wiley,
The Complete World of Greek Mythology,Richard Buxton,500251215,9.7805E+12,eng,256,6/28/04,Thames & Hudson,
Mythology: Timeless Tales of Gods and Heroes,Edith Hamilton,446607258,9.78045E+12,eng,330,8/1/99,Warner,
Mythology,Edith Hamilton/Steele Savage,316341517,9.78032E+12,eng,497,9/14/98,Little  Brown and Company,
Mythology: The DC Comics Art of Alex Ross,Alex Ross/Geoff Spear/Chip Kidd,375714626,9.78038E+12,eng,320,11/8/05,Pantheon,
Norse Mythology: A Guide to the Gods  Heroes  Rituals  and Beliefs,John Lindow,195153820,9.7802E+12,eng,365,10/17/02,Oxford University Press  USA,
Classic Myths to Read Aloud: The Great Stories of Greek and Roman Mythology  Specially Arranged for Children Five and Up by an Educational Expert,William F. Russell,517588374,9.78052E+12,eng,272,4/28/92,Broadway Books,
Snapshots From Hell: The Making Of An MBA,Peter M. Robinson,1857880781,9.78186E+12,en-US,296,4/26/05,Nicholas Brealey,
Watchmen on the Walls,Hannah Hurnard,805413995,9.78081E+12,eng,184,3/1/98,B&H Publishing Group,
America (The Book): A Citizen's Guide to Democracy Inaction  (Teacher's Edition),Jon   Stewart/Scott C. Jacobson,446691860,9.78045E+12,en-GB,227,9/25/06,Warner Books,
The Children's Book of America,William J. Bennett/Michael Hague,684849305,9.78068E+12,en-US,112,11/2/98,Simon & Schuster,
The Journal of Scott Pendleton Collins: A World War 2 Soldier,Walter Dean Myers,439050138,9.78044E+12,eng,140,6/1/99,Scholastic Inc.,
The New Big Book of America,Todd Davis/Marc Frey,762412631,9.78076E+12,eng,56,3/21/02,Courage Books,
Awake in the Dark: The Best of Roger Ebert,Roger Ebert/David Bordwell,226182002,9.78023E+12,eng,512,9/15/06,University of Chicago Press,
"Ebert's ""Bigger"" Little Movie Glossary",Roger Ebert/Ray Ebert,836282892,9.78084E+12,en-US,228,12/3/05,Andrews McMeel Publishing,
The Perfect London Walk,Roger Ebert/Daniel Curley/Jack Lane,836279298,9.78084E+12,eng,123,1/1/86,Andrews McMeel Publishing,
The Truth with Jokes,Al Franken,452287677,9.78045E+12,eng,386,10/1/06,Plume Books,
Lies & the Lying Liars Who Tell Them: A Fair & Balanced Look at the Right,Al Franken,452285216,9.78045E+12,en-US,421,7/27/04,Plume Books,
"Still More George W. Bushisms: ""Neither in French nor in English nor in Mexican""",Jacob Weisberg/Al Franken,743251008,9.78074E+12,eng,96,11/4/03,Fireside,
You're Good Enough  You're Smart Enough  & Doggone It  People Like You!,Al Franken,553470949,9.78055E+12,en-US,0,10/1/92,Random House Audio Publishing Group,
I'm Good Enough  I'm Smart Enough  & Doggone It  People Like Me!,Al Franken/Melody Beattie/Stuart Smalley,440504708,9.78044E+12,en-US,352,10/1/92,Dell,
J.R.R. Tolkien: Artist and Illustrator,Wayne G. Hammond/Christina Scull/J.R.R. Tolkien,618083618,9.78062E+12,en-US,224,10/18/00,Mariner Books,
The J.R.R. Tolkien Companion and Guide,Christina Scull/Wayne G. Hammond,618391134,9.78062E+12,eng,2264,11/2/06,Houghton Mifflin Harcourt,
The Children of Húrin,J.R.R. Tolkien/Christopher Tolkien/Alan  Lee,618894640,9.78062E+12,eng,313,4/17/07,Houghton Mifflin Harcourt,
